timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1504728132010,71,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132102,65,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132167,20,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132187,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132200,8,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132209,15,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132225,66,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132291,64,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132355,62,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132417,64,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132481,58,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132540,63,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132603,70,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132676,18,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132697,12,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132712,65,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132777,63,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132840,68,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132908,12,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,1,1,0,0,0
1504728132921,65,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,1,0,0,0
1504728132987,70,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728132993,68,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133062,70,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133057,77,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133132,7,RO Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133134,65,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133139,74,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133199,27,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133213,22,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133227,57,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133235,61,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133284,27,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133296,70,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133311,56,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133366,4,RO Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133370,17,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133367,31,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133387,64,RW Request,,,bzm - Concurrency Thread Group 1-2,,false,,0,0,2,2,0,0,0
1504728133451,12,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133398,66,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133464,12,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133476,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133489,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133502,3,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133505,17,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133463,62,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133525,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133522,16,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133538,14,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133538,28,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133552,24,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133576,12,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133588,12,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133601,5,RO Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133606,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133566,57,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133623,12,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133619,39,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133635,33,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133658,11,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133668,12,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133680,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133693,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133706,3,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133709,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133670,64,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133722,24,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133734,22,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133746,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133756,15,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133759,23,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133771,65,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133782,66,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133836,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133848,3,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133849,15,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133852,26,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133878,12,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133864,65,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133890,52,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133929,23,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,2,2,0,0,0
1504728133942,15,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,2,2,0,0,0
1504728133985,6,RO Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728133991,18,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728133952,67,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728133957,75,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134020,22,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134032,27,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134042,28,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134059,12,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134009,67,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134070,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134083,9,RO Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134072,34,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134092,17,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134077,33,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134109,12,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134106,27,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134110,23,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134133,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134121,37,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134146,31,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134133,67,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134210,8,RO Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134177,72,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134250,21,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134244,30,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134275,17,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134271,22,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134218,76,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134293,18,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134312,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134328,8,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134293,63,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134340,27,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134295,82,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134367,15,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134356,35,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134378,15,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134392,14,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134393,25,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134383,35,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134418,6,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134425,18,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134406,50,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134444,23,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134418,60,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134457,22,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134478,16,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134479,15,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134494,14,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134467,43,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134510,6,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134494,28,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134516,15,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134508,46,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134531,23,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134554,15,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134554,26,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134523,65,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134589,11,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134580,26,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134569,40,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134606,8,RO Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134600,15,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134614,24,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134615,50,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134639,29,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134609,64,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134668,16,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134665,41,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134685,28,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134713,3,RO Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134707,12,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134719,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134673,76,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134749,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134763,13,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134716,66,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134732,66,RW Request,,,bzm - Concurrency Thread Group 1-2,,false,,0,0,3,3,0,0,0
1504728134776,22,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134798,19,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134817,2,RO Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134782,50,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134819,23,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134832,12,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134798,61,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134842,20,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134846,18,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134859,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134873,19,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134864,51,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134893,22,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134915,5,RO Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134863,63,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134920,19,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134915,39,RW Request,,,bzm - Concurrency Thread Group 1-2,,false,,0,0,3,3,0,0,0
1504728134942,23,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134926,39,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,3,3,0,0,0
1504728134965,13,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,3,3,0,0,0
1504728134954,25,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,3,3,0,0,0
1504728134965,25,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,4,4,0,0,0
1504728134979,14,RW Request,,,bzm - Concurrency Thread Group 1-2,,false,,0,0,4,4,0,0,0
1504728134978,15,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,4,4,0,0,0
1504728134987,13,RO Request,,,bzm - Concurrency Thread Group 1-4,,true,,0,0,4,4,0,0,0
1504728134994,12,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,4,4,0,0,0
1504728134994,13,RW Request,,,bzm - Concurrency Thread Group 1-2,,true,,0,0,4,4,0,0,0
1504728134994,17,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,4,4,0,0,0
1504728135007,14,RW Request,,,bzm - Concurrency Thread Group 1-3,,true,,0,0,4,4,0,0,0
1504728135011,18,RW Request,,,bzm - Concurrency Thread Group 1-1,,true,,0,0,4,4,0,0,0
